-------------------这是一个nodejs测试文件------------------
NAME                      | DESCRIPTION          | AUTHOR          | DATE       | VERSION  | KEYWORDS
fable-import-react        | Fable bindings for…  | =alfonsogarcia… | 2016-12-04 | 0.5.2    | fable fable-compiler fsharp react F#
fable-import-react-native | Fable bindings for…  | =alfonsogarcia… | 2016-11-16 | 0.12.1   | fable fable-compiler fsharp react react-native F#
fable-import-react-native | Fable bindings for…  | =alfonsogarcia… | 2016-10-28 | 0.0.8    | fable fable-compiler fsharp react barcode react-native F#
-barcodescanner           |                      |                 |            |          |                                                          
fable-import-react-native | Fable bindings for…  | =alfonsogarcia… | 2016-10-19 | 0.1.4    | fable fable-compiler fsharp react react-native F#
-image-picker             |                      |                 |            |          |                                                  
fable-import-react-native | Fable bindings for…  | =alfonsogarcia… | 2016-11-23 | 0.1.0    | fable fable-compiler fsharp react images react-native F#
-image-resizer            |                      |                 |            |          |                                                         
fable-import-react-native | Fable bindings for…  | =alfonsogarcia… | 2016-11-22 | 0.0.12   | fable fable-compiler fsharp react react-native push notifications F#
-onesignal                |                      |                 |            |          |                                                                     
fable-import-react-native | Fable bindings for…  | =alfonsogarcia… | 2016-11-02 | 0.0.5    | fable fable-compiler fsharp react popup-menu react-native F#
-popup-menu               |                      |                 |            |          |                                                             
fable-import-react-native | Fable bindings for…  | =alfonsogarcia… | 2016-11-19 | 0.1.2    | fable fable-compiler fsharp react react-native push notifications F#
-push-notification        |                      |                 |            |          |                                                                     
fable-import-three        | Fable bindings for…  | =alfonsogarcia… | 2016-08-17 | 0.0.4    | fable fable-compiler fsharp F#
fable-import-virtualdom   | Fable bindings for…  | =alfonsogarcia… | 2016-09-17 | 0.8.1    | fable fable-compiler fsharp F#
fable-import-vscode       | Fable bindings for…  | =alfonsogarcia… | 2016-08-17 | 0.0.5    | fable fable-compiler fsharp F#
fable-import-webgl-ext    | Fable bindings for…  | =alfonsogarcia… | 2016-10-07 | 0.0.4    | fable fable-compiler fsharp F#
fable-import-wegl-ext     | Fable bindings for…  | =alfonsogarcia… | 2016-08-17 | 0.0.3    | fable fable-compiler fsharp F#
fable-inferno             | Inferno bindings…    | =alxandr        | 2017-01-16 | 0.1.0    | fsharp fable inferno
fable-plugins-nunit       | Fable Plugin for…    | =alfonsogarcia… | 2016-12-04 | 0.7.2    | fable fable-compiler fsharp F#
fable-powerpack           | Utilities for Fable… | =alfonsogarcia… | 2016-12-04 | 0.0.19   | fsharp fable
fable-providers-graphql   | GraphQL F# Type…     | =alfonsogarcia… | 2016-08-05 | 0.0.3    | f# fsharp graphql provider
fable-providers-regex     | Regex Type…          | =alfonsogarcia… | 2016-06-05 | 0.0.1    | fable fable-compiler fsharp F#
fable-react-native-simple | Fable bindings for…  | =alfonsogarcia… | 2016-11-10 | 0.4.0    | fable fable-compiler AsyncStore fsharp react react-native F#
-store                    |                      |                 |            |          |                                                             
fahsang-for-nodejs        | fsn-client           | =fahsang        | 2016-05-31 | 1.0.2    | 
fake-fs                   | Fake file system…    | =eldar          | 2014-10-12 | 0.5.0    | fs fake mocks test
fastboot-fs-notifier      | A Fastboot App…      | =iheanyi        | 2016-06-28 | 0.1.1    | ember fastboot notifier fs
fastdfs                   | FastDFS node client  | =ymyang         | 2016-06-06 | 1.0.1    | FastDFS fdfs node
fastdfs-client            |                      |                 | 2015-08-25 |          | 
faster-react-tabs         | A faster React tab…  | =edenspiekerma… | 2016-05-31 | 1.0.4    | react react-component react ui es6 tabs
fasttrim                  | fastest trim module… | =aleafs         | 2014-09-26 | 0.1.1    | trim fatest
fat32                     | FAT32 file system…   | =jhermsmeier    | 2016-07-15 | 0.0.0    | fat fat32 file allocation table filesystem file system fs driver volume mount
fatfs                     | fs implementation…   | =tcr =natevw    | 2015-12-11 | 0.10.4   | filesystem fs fat fat32 fat16
fb-node-hello             | The hello server…    | =michael.pauls… | 2016-07-09 | 1.0.0    | 
fb-watchman               | Bindings for the…    | =wez            | 2016-01-27 | 1.9.0    | facebook watchman file watch watcher watching fs.watch fswatcher fs glob utility
fcache                    | Standartized…        | =paulmillr…     | 2016-12-02 | 0.3.0    | 
fd                        | File descriptor…     | =rvagg          | 2013-01-10 | 0.0.2    | fd fs descriptor file
fdfs                      | FastDFS node client  | =ymyang         | 2016-06-08 | 1.0.3    | FastDFS fdfs node
fdfs_sdk                  | nodejs api for…      | =ernestzhang    | 2014-11-06 | 0.1.1    | fastdfs fdfs
fdfs-client               | Client for FastDFS   | =chenboxiang    | 2014-12-06 | 0.5.4    | fdfs fastdfs
fdfs-client-yliyun        | Client for FastDFS   | =ccboby         | 2015-07-20 | 0.5.6    | fdfs fastdfs
fe.js                     | create dummy files…  | =gweng          | 2014-01-08 | 0.1.4    | mock testing fs filesystem
feather-watch             | A high performance…  | =stephan_ne     | 2015-09-22 | 0.0.1-p… | fsevents filesystem watcher cross-platform
feathers-action-types     | flux action types…   | =ahdinosaur     | 2015-11-29 | 1.0.0    | feathers feathersjs flux redux actions fsa constants
feathers-blob             | Feathers blob…       | =ahdinosaur…    | 2016-08-18 | 1.2.0    | feathers feathers-plugin blob abstract-blob-store fs s3 file files binary
fel                       | Create errors with…  | =springworks    | 2016-05-28 | 1.1.13   | 
fester                    | CLI to generate a…   | =mshick         | 2016-09-15 | 1.0.4    | json-manifest manifest hash revisions file-versioning cli command-line hashing crypto hex base64 md5 sha1 sha256 sha512 sum stream file fs buffer string text rev revving simple easy yaml
fetch-gifs                | Promise Based GIF…   | =ooade          | 2016-12-21 | 0.2.0    | gif gifs giphy riffsy react es6
ffbinaries                | Download binaries…   | =vot            | 2017-01-09 | 0.1.3    | ffmpeg ffserver ffplay ffprobe bin binaries static cli audio video windows linux mac
ffffsfd                   |                      |                 | 2016-10-02 |          | 
ffos-fs                   | fs module for the…   | =ondrej         | 2015-02-23 | 0.0.7    | Firefox OS ffos fs file
ffs                       | A high-level…        | =killdream      | 2014-11-21 | 0.1.2    | 
ffsadsada                 |                      | =fao            | 2016-08-30 | 1.0.0    | 
ffserver                  | Some description     | =vidurananayak… | 2014-12-11 | 0.0.1    | keyword for search 1 keyword for search 2
ffsm                      |                      |                 | 2014-07-15 |          | 
fh-gridfs                 | Wrapper for file…    | =feedhenry…     | 2016-11-15 | 1.0.4    | 
fh-streamer               | A utility for…       | =feedhenry…     | 2016-05-11 | 0.2.1    | 
fi-gridfs                 | Convenience layer…   | =stgogm         | 2016-10-06 | 1.1.1    | mongoose fi-seed mongodb gridfs mongo
fi-seed-component-gridfs  | Fi Seed's GridFS…    | =stgogm         | 2015-12-03 | 1.0.3    | mongoose fi-seed mongodb gridfs mongo
fidomail2ipfs             | Renders echomail…    | =mithgol        | 2017-01-08 | 0.2.9    | Fidonet FTN echomail IPFS
fidsojsdfsdfsfdsdofjfsdoh | Test package         | =lecafard       | 2014-09-26 | 0.0.1    | test
fsdoufshdsodfh-testpkg    |                      |                 |            |          |     
fie-fs                    | fie 文件操作模块     | =hugohua…       | 2017-01-10 | 1.3.4    | nodejs fie-fs fie
filament-chan-fs          |                      | =rynomad        | 2016-10-14 | 0.0.2    | 
fildes                    | promises fs and…     | =eerne          | 2016-01-10 | 1.0.5    | promise fildes file fd fs filesystem mkdir rm access exists remove delete write read create
file-async                | fs-extra + bluebird… | =saitodisse…    | 2016-01-05 | 0.2.0    | fs promise
file-class                | Object-oriented API… | =dominicbarnes  | 2013-09-02 | 0.1.3    | fs file filesystem class oop object-oriented
file-contents             | Set the `contents`…  | =jonschlinkert  | 2016-07-21 | 0.3.2    | buffer content contents directory file filepath fs is is-directory is-file path plugin read read-file readdir stat stats stream through vinyl
file-dedupe               | Fast duplicate file… | =mixu           | 2017-01-05 | 0.1.0    | dedupe file deduplication duplicate fs hash
file-ensure               | Ensures that a file… | =odino =unlucio | 2014-08-27 | 0.3.0    | file fs swag namshi
file-exists               | Check if filepath…   | =scottcorgan    | 2016-08-02 | 2.0.0    | file exists fs isfile is-file
file-exists-promise       | fs.exists with ES6…  | =tanhauhau      | 2016-04-24 | 1.0.2    | fs file exists promise es6-promise async
file-exists-sync          | Check if a file…     | =shmck          | 2016-05-17 | 1.0.1    | file exists node fs
file-guard                | A file guard,…       | =danlanxiaohei  | 2017-01-14 | 0.0.1    | file-guard fs watch monocle
file-loop                 | Loop some file names | =hollowdoor     | 2016-01-15 | 2.0.2    | fs files
file-maker                | Utility for…         | =jennasalau     | 2016-10-31 | 1.0.2    | file fs builder filemaker filebuilder file builder maker generator make
file-matcher              | Return list of…      | =mauriciovigolo | 2017-01-03 | 1.0.0    | file matcher filematcher file match find file fs file finder recursive glob walk walker events promise contents find directory grep search sniffer regex micromatch typescript
file-move                 | fs-moveFile          | =eduar.diaz37   | 2013-05-31 | 0.0.3    | file move
file-queue                | A file system based… | =threez         | 2016-11-17 | 0.3.0    | queue file fs maildir directory lockfree
